INFO 2026-07-06 15:59:23,892 autoreload 5836 20304 Watching for file changes with StatReloader
INFO 2026-07-06 16:01:43,395 autoreload 3832 1000 Watching for file changes with StatReloader
INFO 2026-07-06 16:18:56,742 runserver 3832 18708 HTTP GET /tcourse/allcourses/?page=1&page_size=12 200 [0.24, 127.0.0.1:65263]
INFO 2026-07-06 16:18:56,771 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=1 200 [0.28, 127.0.0.1:65261]
INFO 2026-07-06 16:18:56,775 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=2 200 [0.28, 127.0.0.1:65262]
INFO 2026-07-06 16:18:56,792 runserver 3832 18708 HTTP GET /tcourse/cate/ 200 [0.34, 127.0.0.1:65259]
INFO 2026-07-06 16:18:56,834 runserver 3832 18708 HTTP GET /tcourse/courses/?category=7&floor=2 200 [0.04, 127.0.0.1:65261]
INFO 2026-07-06 16:18:56,837 runserver 3832 18708 HTTP GET /tcourse/courses/?category=1&floor=1 200 [0.05, 127.0.0.1:65262]
INFO 2026-07-06 16:19:40,378 runserver 3832 18708 HTTP GET /tcourse/banner/ 200 [0.04, 127.0.0.1:65309]
INFO 2026-07-06 16:19:40,405 runserver 3832 18708 HTTP GET /tcourse/allcourses/?page=1&page_size=12 200 [0.07, 127.0.0.1:65312]
INFO 2026-07-06 16:19:40,413 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=2 200 [0.08, 127.0.0.1:65311]
INFO 2026-07-06 16:19:40,421 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=1 200 [0.09, 127.0.0.1:65310]
INFO 2026-07-06 16:19:40,425 runserver 3832 18708 HTTP GET /tcourse/cate/ 200 [0.09, 127.0.0.1:65308]
INFO 2026-07-06 16:19:40,453 runserver 3832 18708 HTTP GET /tcourse/courses/?category=7&floor=2 200 [0.03, 127.0.0.1:65311]
INFO 2026-07-06 16:19:40,455 runserver 3832 18708 HTTP GET /tcourse/courses/?category=1&floor=1 200 [0.03, 127.0.0.1:65310]
INFO 2026-07-06 16:20:21,174 runserver 3832 18708 HTTP GET /tcourse/allcourses/?page=1&page_size=12 200 [0.04, 127.0.0.1:65363]
INFO 2026-07-06 16:20:21,176 runserver 3832 18708 HTTP GET /tcourse/banner/ 200 [0.05, 127.0.0.1:65360]
INFO 2026-07-06 16:20:21,200 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=2 200 [0.07, 127.0.0.1:65362]
INFO 2026-07-06 16:20:21,207 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=1 200 [0.08, 127.0.0.1:65361]
INFO 2026-07-06 16:20:21,212 runserver 3832 18708 HTTP GET /tcourse/cate/ 200 [0.08, 127.0.0.1:65359]
INFO 2026-07-06 16:20:21,237 runserver 3832 18708 HTTP GET /tcourse/courses/?category=7&floor=2 200 [0.02, 127.0.0.1:65361]
INFO 2026-07-06 16:20:21,264 runserver 3832 18708 HTTP GET /tcourse/courses/?category=1&floor=1 200 [0.05, 127.0.0.1:65359]
INFO 2026-07-06 16:21:13,859 runserver 3832 18708 HTTP GET /tcourse/banner/ 200 [0.05, 127.0.0.1:65446]
INFO 2026-07-06 16:21:13,884 runserver 3832 18708 HTTP GET /tcourse/allcourses/?page=1&page_size=12 200 [0.07, 127.0.0.1:65449]
INFO 2026-07-06 16:21:13,896 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=1 200 [0.09, 127.0.0.1:65447]
INFO 2026-07-06 16:21:13,906 runserver 3832 18708 HTTP GET /tcourse/recate/?floor=2 200 [0.09, 127.0.0.1:65448]
INFO 2026-07-06 16:21:13,919 runserver 3832 18708 HTTP GET /tcourse/cate/ 200 [0.11, 127.0.0.1:65445]
INFO 2026-07-06 16:21:13,949 runserver 3832 18708 HTTP GET /tcourse/courses/?category=1&floor=1 200 [0.05, 127.0.0.1:65447]
INFO 2026-07-06 16:21:13,956 runserver 3832 18708 HTTP GET /tcourse/courses/?category=7&floor=2 200 [0.04, 127.0.0.1:65448]
INFO 2026-07-06 16:23:20,129 runserver 3832 18708 HTTP GET /tcourse/cate/ 200 [0.03, 127.0.0.1:49177]
INFO 2026-07-06 16:23:22,100 runserver 3832 18708 HTTP GET /tcourse/banner/ 200 [0.01, 127.0.0.1:49181]
INFO 2026-07-06 16:23:25,594 runserver 3832 18708 HTTP GET /tcourse/allcourses/?page=1&page_size=6 200 [0.04, 127.0.0.1:49184]
